ads,start_date,user_id,likes,views,ctr,gender,os,age
new_ads,2025-12-04,44543,15,68,0.2206,0,Android,14
old_ads,2025-11-06,8666,15,82,0.1829,1,Android,42
new_ads,2025-12-04,40712,6,44,0.1364,0,Android,32
old_ads,2025-11-20,26739,37,181,0.2044,1,iOS,50
new_ads,2025-12-04,44044,5,34,0.1471,1,iOS,40
old_ads,2025-11-06,11232,39,258,0.1512,0,Android,21
new_ads,2025-12-04,45476,2,18,0.1111,1,Android,18
old_ads,2025-11-13,19286,8,24,0.3333,0,Android,26
new_ads,2025-12-04,42019,14,59,0.2373,1,Android,22
old_ads,2025-11-27,28457,29,191,0.1518,1,Android,43
new_ads,2025-12-04,45034,13,43,0.3023,1,Android,17
new_ads,2025-12-04,38612,52,255,0.2039,1,Android,15
old_ads,2025-11-20,25007,4,35,0.1143,0,Android,62
old_ads,2025-11-13,19109,18,101,0.1782,1,Android,28
new_ads,2025-12-04,46205,10,24,0.4167,0,iOS,25
old_ads,2025-11-06,10213,24,182,0.1319,0,iOS,36
old_ads,2025-11-20,22386,41,216,0.1898,0,Android,20
new_ads,2025-12-04,46478,8,43,0.186,1,iOS,37
old_ads,2025-11-06,12234,41,118,0.3475,1,Android,19
new_ads,2025-12-04,43046,3,33,0.0909,0,Android,17
new_ads,2025-12-04,39714,10,67,0.1493,0,Android,21
new_ads,2025-12-04,41500,2,15,0.1333,1,iOS,35
old_ads,2025-11-20,26211,9,95,0.0947,0,iOS,18
old_ads,2025-11-06,12676,47,164,0.2866,1,iOS,23
new_ads,2025-12-04,43477,17,56,0.3036,0,Android,53
old_ads,2025-11-13,19610,28,87,0.3218,1,iOS,18
new_ads,2025-12-04,39633,8,38,0.2105,1,Android,26
new_ads,2025-12-04,45748,6,22,0.2727,0,Android,29
new_ads,2025-12-04,47246,6,33,0.1818,1,Android,30
old_ads,2025-11-13,18502,35,129,0.2713,0,Android,36
old_ads,2025-11-06,4648,25,136,0.1838,1,iOS,23
old_ads,2025-11-13,18869,44,212,0.2075,1,iOS,25
new_ads,2025-12-04,40958,15,84,0.1786,1,Android,19
new_ads,2025-12-04,42688,13,55,0.2364,0,Android,30
old_ads,2025-11-13,19360,18,59,0.3051,1,Android,22
old_ads,2025-11-20,19475,41,111,0.3694,1,iOS,31
old_ads,2025-11-13,15979,27,129,0.2093,0,Android,18
new_ads,2025-12-04,39361,1,16,0.0625,1,iOS,25
old_ads,2025-11-20,26261,42,243,0.1728,1,Android,34
new_ads,2025-12-04,39892,11,32,0.3438,0,Android,20
new_ads,2025-12-04,43216,1,8,0.125,1,iOS,24
new_ads,2025-12-04,37358,44,246,0.1789,1,iOS,42
old_ads,2025-11-13,18341,19,99,0.1919,0,iOS,17
new_ads,2025-12-04,39463,13,81,0.1605,0,iOS,18
new_ads,2025-12-04,43299,9,72,0.125,0,Android,29
new_ads,2025-12-04,43853,2,8,0.25,1,Android,24
new_ads,2025-12-04,38985,20,103,0.1942,1,Android,44
old_ads,2025-11-20,25864,21,125,0.168,1,Android,24
old_ads,2025-11-27,32762,30,173,0.1734,0,Android,16
old_ads,2025-11-20,25851,21,158,0.1329,1,iOS,19
new_ads,2025-12-04,41092,2,29,0.069,0,iOS,24
old_ads,2025-11-20,26350,22,105,0.2095,1,Android,17
old_ads,2025-11-27,32792,83,191,0.4346,0,iOS,15
old_ads,2025-11-06,12103,30,108,0.2778,1,Android,28
old_ads,2025-11-06,12538,12,62,0.1935,1,Android,19
old_ads,2025-11-06,5753,41,106,0.3868,0,Android,44
old_ads,2025-11-13,19479,25,102,0.2451,0,Android,19
old_ads,2025-11-27,31772,21,124,0.1694,0,Android,21
new_ads,2025-12-04,39516,18,80,0.225,1,iOS,19
old_ads,2025-11-06,525,13,76,0.1711,0,Android,20
old_ads,2025-11-20,26397,17,112,0.1518,1,Android,28
old_ads,2025-11-06,11956,5,26,0.1923,1,iOS,17
old_ads,2025-11-13,17965,25,108,0.2315,1,Android,16
old_ads,2025-11-06,5024,15,68,0.2206,1,iOS,22
new_ads,2025-12-04,37964,6,35,0.1714,1,iOS,19
old_ads,2025-11-06,6554,19,101,0.1881,1,iOS,28
new_ads,2025-12-04,40837,10,39,0.2564,0,Android,34
old_ads,2025-11-27,31696,32,185,0.173,0,Android,31
old_ads,2025-11-13,16355,43,295,0.1458,1,Android,24
new_ads,2025-12-04,40336,4,33,0.1212,0,iOS,28
old_ads,2025-11-20,22556,21,98,0.2143,0,Android,27
new_ads,2025-12-04,40035,6,46,0.1304,1,Android,52
old_ads,2025-11-13,1838,4,21,0.1905,0,iOS,66
old_ads,2025-11-13,18984,20,129,0.155,0,iOS,19
old_ads,2025-11-20,19308,17,68,0.25,1,Android,41
old_ads,2025-11-06,11900,16,100,0.16,1,Android,39
old_ads,2025-11-13,19679,8,27,0.2963,1,iOS,35
old_ads,2025-11-06,12175,43,165,0.2606,1,iOS,48
old_ads,2025-11-27,32976,90,233,0.3863,0,Android,64
old_ads,2025-11-13,1024,5,18,0.2778,1,Android,35
old_ads,2025-11-20,26678,42,160,0.2625,0,Android,41
old_ads,2025-11-27,29495,15,94,0.1596,0,iOS,41
new_ads,2025-12-04,40638,28,84,0.3333,0,Android,47
new_ads,2025-12-04,42880,2,21,0.0952,0,Android,26
old_ads,2025-11-27,30974,35,204,0.1716,1,Android,29
new_ads,2025-12-04,44474,11,55,0.2,0,iOS,18
old_ads,2025-11-06,4477,48,262,0.1832,1,Android,22
new_ads,2025-12-04,44975,5,34,0.1471,1,iOS,20
old_ads,2025-11-13,19168,7,48,0.1458,0,Android,24
new_ads,2025-12-04,42389,3,19,0.1579,0,Android,23
new_ads,2025-12-04,22929,65,203,0.3202,1,Android,20
new_ads,2025-12-04,42504,14,72,0.1944,0,iOS,19
old_ads,2025-11-06,1895,2,9,0.2222,1,iOS,37
old_ads,2025-11-27,27889,57,360,0.1583,0,iOS,27
old_ads,2025-11-20,26701,30,137,0.219,0,Android,42
new_ads,2025-12-04,45967,14,48,0.2917,1,Android,32
old_ads,2025-11-06,4883,17,78,0.2179,1,Android,41
new_ads,2025-12-04,45012,6,27,0.2222,0,iOS,20
new_ads,2025-12-04,40144,13,90,0.1444,1,Android,19
old_ads,2025-11-13,19099,19,87,0.2184,0,Android,17
new_ads,2025-12-04,45466,1,22,0.0455,0,iOS,21
new_ads,2025-12-04,38681,77,246,0.313,1,Android,38
old_ads,2025-11-20,19675,9,106,0.0849,0,Android,18
new_ads,2025-12-04,40227,12,58,0.2069,1,iOS,32
new_ads,2025-12-04,39177,8,44,0.1818,1,Android,33
old_ads,2025-11-20,25672,30,184,0.163,0,Android,45
new_ads,2025-12-04,41015,6,58,0.1034,1,iOS,26
new_ads,2025-12-04,37683,44,267,0.1648,0,Android,40
old_ads,2025-11-06,5343,19,60,0.3167,0,iOS,25
new_ads,2025-12-04,39162,9,45,0.2,0,Android,28
old_ads,2025-11-06,12730,20,118,0.1695,0,Android,18
new_ads,2025-12-04,46678,5,30,0.1667,1,iOS,29
new_ads,2025-12-04,43499,15,60,0.25,0,iOS,17
old_ads,2025-11-13,19620,26,135,0.1926,1,iOS,31
old_ads,2025-11-06,12276,47,146,0.3219,1,iOS,42
new_ads,2025-12-04,43032,5,28,0.1786,1,iOS,19
new_ads,2025-12-04,45661,3,8,0.375,1,Android,25
old_ads,2025-11-06,1717,31,88,0.3523,1,Android,22
new_ads,2025-12-04,40676,11,32,0.3438,0,Android,15
old_ads,2025-11-20,26732,9,53,0.1698,0,iOS,27
new_ads,2025-12-04,42044,6,15,0.4,0,iOS,23
new_ads,2025-12-04,40194,15,71,0.2113,0,Android,34
new_ads,2025-12-04,45499,5,31,0.1613,1,Android,31
new_ads,2025-12-04,38712,44,147,0.2993,1,Android,24
old_ads,2025-11-06,10730,23,147,0.1565,1,iOS,29
new_ads,2025-12-04,40177,4,13,0.3077,0,Android,15
old_ads,2025-11-06,10265,42,251,0.1673,1,Android,32
old_ads,2025-11-13,17578,34,166,0.2048,1,Android,35
new_ads,2025-12-04,39131,7,56,0.125,0,Android,23
old_ads,2025-11-20,26010,36,185,0.1946,0,Android,27
new_ads,2025-12-04,41445,13,93,0.1398,1,iOS,18
new_ads,2025-12-04,39208,15,95,0.1579,1,Android,27
new_ads,2025-12-04,39741,11,101,0.1089,0,iOS,27
old_ads,2025-11-06,9711,18,81,0.2222,0,Android,19
old_ads,2025-11-13,19830,53,167,0.3174,0,iOS,28
old_ads,2025-11-06,12245,23,100,0.23,0,Android,15
old_ads,2025-11-06,12699,57,197,0.2893,1,Android,22
old_ads,2025-11-06,11814,22,108,0.2037,1,Android,54
new_ads,2025-12-04,44251,7,35,0.2,0,Android,21
new_ads,2025-12-04,40492,22,80,0.275,1,Android,18
old_ads,2025-11-13,16989,42,219,0.1918,1,iOS,28
old_ads,2025-11-13,16456,22,65,0.3385,1,iOS,19
old_ads,2025-11-27,26052,41,197,0.2081,1,Android,27
new_ads,2025-12-04,39993,2,16,0.125,0,Android,50
new_ads,2025-12-04,45427,7,25,0.28,1,iOS,32
new_ads,2025-12-04,44750,10,82,0.122,1,Android,30
new_ads,2025-12-04,41261,11,58,0.1897,0,Android,51
old_ads,2025-11-27,19799,14,101,0.1386,1,Android,17
old_ads,2025-11-13,17506,20,146,0.137,0,iOS,29
old_ads,2025-11-13,18039,16,99,0.1616,0,Android,29
new_ads,2025-12-04,43266,2,13,0.1538,0,Android,36
old_ads,2025-11-06,12014,19,75,0.2533,1,iOS,26
old_ads,2025-11-27,31814,60,290,0.2069,1,Android,24
new_ads,2025-12-04,43249,1,13,0.0769,0,iOS,17
old_ads,2025-11-06,12061,59,173,0.341,0,iOS,21
old_ads,2025-11-27,32181,24,150,0.16,1,Android,27
new_ads,2025-12-04,39277,7,29,0.2414,0,iOS,30
old_ads,2025-11-06,9804,12,80,0.15,0,Android,42
old_ads,2025-11-13,19648,27,85,0.3176,1,Android,15
new_ads,2025-12-04,46642,4,11,0.3636,1,Android,24
old_ads,2025-11-13,19763,45,212,0.2123,1,iOS,18
old_ads,2025-11-27,5821,9,36,0.25,1,Android,16
new_ads,2025-12-04,39800,14,57,0.2456,0,Android,42
new_ads,2025-12-04,43132,13,46,0.2826,1,iOS,27
old_ads,2025-11-06,12333,16,86,0.186,1,Android,45
old_ads,2025-11-06,11194,53,296,0.1791,1,Android,21
new_ads,2025-12-04,38248,64,370,0.173,0,iOS,22
old_ads,2025-11-27,18966,20,119,0.1681,0,Android,21
new_ads,2025-12-04,47138,8,33,0.2424,1,iOS,30
old_ads,2025-11-13,19199,50,225,0.2222,1,iOS,23
new_ads,2025-12-04,40116,29,129,0.2248,0,Android,20
old_ads,2025-11-06,8806,27,134,0.2015,1,iOS,17
old_ads,2025-11-20,19788,23,101,0.2277,0,Android,27
new_ads,2025-12-04,38542,54,193,0.2798,0,Android,26
new_ads,2025-12-04,44976,4,37,0.1081,1,Android,22
new_ads,2025-12-04,40263,3,13,0.2308,1,iOS,32
new_ads,2025-12-04,42105,9,53,0.1698,1,Android,17
old_ads,2025-11-20,5182,2,28,0.0714,1,Android,22
new_ads,2025-12-04,38781,45,298,0.151,1,Android,33
new_ads,2025-12-04,44611,5,19,0.2632,1,Android,35
new_ads,2025-12-04,45566,17,47,0.3617,0,Android,44
new_ads,2025-12-04,40026,2,16,0.125,0,Android,25
new_ads,2025-12-04,44894,8,48,0.1667,1,Android,20
new_ads,2025-12-04,40361,11,67,0.1642,1,Android,18
old_ads,2025-11-13,16856,27,112,0.2411,0,Android,22
new_ads,2025-12-04,34862,69,378,0.1825,1,iOS,20
new_ads,2025-12-04,38278,62,249,0.249,1,iOS,18
new_ads,2025-12-04,40892,4,18,0.2222,1,Android,44
old_ads,2025-11-20,25358,53,280,0.1893,0,iOS,29
old_ads,2025-11-20,26404,5,15,0.3333,1,Android,24
new_ads,2025-12-04,41819,2,12,0.1667,0,Android,15
old_ads,2025-11-13,17940,59,252,0.2341,1,Android,38
old_ads,2025-11-06,11917,27,92,0.2935,1,Android,25
old_ads,2025-11-06,2062,48,137,0.3504,0,Android,41
old_ads,2025-11-27,32801,13,55,0.2364,1,Android,20
old_ads,2025-11-20,26327,56,213,0.2629,1,Android,17
old_ads,2025-11-06,12158,20,82,0.2439,1,Android,39
old_ads,2025-11-06,11627,32,126,0.254,0,Android,16
old_ads,2025-11-13,5818,6,17,0.3529,0,iOS,26
new_ads,2025-12-04,43892,18,50,0.36,0,Android,17
old_ads,2025-11-27,32304,85,388,0.2191,1,Android,16
new_ads,2025-12-04,45327,9,43,0.2093,0,Android,41
new_ads,2025-12-04,44722,14,62,0.2258,1,iOS,19
new_ads,2025-12-04,38796,77,289,0.2664,0,iOS,45
new_ads,2025-12-04,40374,2,36,0.0556,1,Android,28
old_ads,2025-11-13,19453,15,77,0.1948,1,iOS,25
new_ads,2025-12-04,44199,20,85,0.2353,0,Android,25
new_ads,2025-12-04,45850,13,79,0.1646,0,Android,26
new_ads,2025-12-04,45801,5,10,0.5,0,Android,39
new_ads,2025-12-04,46787,6,19,0.3158,1,iOS,16
new_ads,2025-12-04,39546,12,94,0.1277,1,Android,21
old_ads,2025-11-20,26427,35,190,0.1842,0,iOS,18
old_ads,2025-11-06,12129,45,249,0.1807,1,Android,22
old_ads,2025-11-13,18424,33,176,0.1875,0,iOS,27
old_ads,2025-11-06,984,16,65,0.2462,0,iOS,24
old_ads,2025-11-27,32732,14,57,0.2456,0,Android,23
old_ads,2025-11-06,11636,25,121,0.2066,0,Android,19
new_ads,2025-12-04,46373,13,100,0.13,0,Android,23
old_ads,2025-11-20,25902,21,109,0.1927,0,Android,23
new_ads,2025-12-04,41297,4,16,0.25,1,iOS,47
old_ads,2025-11-06,11399,13,95,0.1368,0,iOS,32
new_ads,2025-12-04,43883,8,40,0.2,1,Android,19
old_ads,2025-11-27,29717,44,246,0.1789,1,Android,40
new_ads,2025-12-04,40115,2,14,0.1429,0,iOS,18
old_ads,2025-11-13,16064,49,135,0.363,1,iOS,26
old_ads,2025-11-20,25074,41,209,0.1962,1,iOS,45
old_ads,2025-11-13,19192,14,81,0.1728,0,Android,22
new_ads,2025-12-04,38537,54,213,0.2535,0,iOS,47
new_ads,2025-12-04,44983,5,31,0.1613,0,Android,32
new_ads,2025-12-04,40256,6,57,0.1053,0,iOS,35
old_ads,2025-11-06,3883,13,70,0.1857,0,Android,36
new_ads,2025-12-04,44612,15,61,0.2459,0,Android,31
new_ads,2025-12-04,44113,5,13,0.3846,0,Android,32
new_ads,2025-12-04,46060,11,54,0.2037,1,Android,25
old_ads,2025-11-27,28001,63,368,0.1712,0,Android,16
new_ads,2025-12-04,40614,7,47,0.1489,0,iOS,32
new_ads,2025-12-04,42904,25,94,0.266,1,Android,26
old_ads,2025-11-20,26573,14,108,0.1296,1,Android,29
new_ads,2025-12-04,39807,9,36,0.25,0,Android,27
old_ads,2025-11-13,19764,23,155,0.1484,0,iOS,15
new_ads,2025-12-04,43131,10,48,0.2083,1,iOS,33
old_ads,2025-11-06,5801,7,14,0.5,0,iOS,32
old_ads,2025-11-06,12330,22,87,0.2529,1,iOS,26
new_ads,2025-12-04,46547,5,17,0.2941,0,Android,21
old_ads,2025-11-06,12863,9,46,0.1957,0,iOS,28
new_ads,2025-12-04,41044,6,31,0.1935,1,Android,26
new_ads,2025-12-04,43933,4,29,0.1379,1,Android,46
new_ads,2025-12-04,46112,2,41,0.0488,1,Android,15
new_ads,2025-12-04,41383,32,133,0.2406,0,iOS,17
old_ads,2025-11-27,32122,50,292,0.1712,1,iOS,27
old_ads,2025-11-06,875,14,74,0.1892,1,Android,25
old_ads,2025-11-06,12399,15,93,0.1613,1,Android,29
new_ads,2025-12-04,46979,5,32,0.1562,1,Android,33
new_ads,2025-12-04,39625,13,51,0.2549,0,iOS,38
old_ads,2025-11-06,664,10,49,0.2041,1,Android,20
old_ads,2025-11-20,26013,30,138,0.2174,1,Android,24
new_ads,2025-12-04,46486,6,15,0.4,1,iOS,30
new_ads,2025-12-04,40977,6,22,0.2727,1,Android,49
old_ads,2025-11-20,25710,26,183,0.1421,1,Android,18
new_ads,2025-12-04,42043,8,42,0.1905,0,iOS,15
new_ads,2025-12-04,40197,13,46,0.2826,0,Android,15
new_ads,2025-12-04,40182,6,36,0.1667,0,Android,46
new_ads,2025-12-04,42973,14,48,0.2917,1,Android,23
new_ads,2025-12-04,47200,1,10,0.1,1,Android,31
old_ads,2025-11-20,26731,23,112,0.2054,0,iOS,22
new_ads,2025-12-04,40720,14,51,0.2745,1,Android,32
old_ads,2025-11-06,12237,57,315,0.181,0,iOS,24
old_ads,2025-11-20,21856,40,154,0.2597,0,iOS,63
old_ads,2025-11-06,12400,23,142,0.162,0,Android,32
new_ads,2025-12-04,47004,13,59,0.2203,1,Android,23
old_ads,2025-11-13,19822,24,104,0.2308,1,iOS,38
old_ads,2025-11-06,884,20,130,0.1538,1,iOS,32
new_ads,2025-12-04,39638,7,50,0.14,1,iOS,25
old_ads,2025-11-20,26519,10,57,0.1754,1,Android,16
new_ads,2025-12-04,41960,6,28,0.2143,1,Android,19
old_ads,2025-11-27,33121,23,131,0.1756,0,iOS,27
old_ads,2025-11-20,25986,19,84,0.2262,1,Android,47
new_ads,2025-12-04,46202,10,55,0.1818,0,Android,53
new_ads,2025-12-04,45475,20,62,0.3226,1,Android,19
new_ads,2025-12-04,42020,9,34,0.2647,0,Android,23
old_ads,2025-11-13,19281,34,139,0.2446,1,iOS,14
new_ads,2025-12-04,42455,4,14,0.2857,1,Android,49
old_ads,2025-11-20,22678,7,61,0.1148,1,Android,20
new_ads,2025-12-04,32419,25,80,0.3125,1,Android,20
new_ads,2025-12-04,40700,22,99,0.2222,0,iOS,36
old_ads,2025-11-06,8669,26,123,0.2114,1,Android,17
new_ads,2025-12-04,40719,7,25,0.28,1,Android,20
new_ads,2025-12-04,44043,12,59,0.2034,1,Android,22
old_ads,2025-11-20,24790,40,257,0.1556,1,Android,14
new_ads,2025-12-04,40343,11,47,0.234,1,iOS,30
old_ads,2025-11-13,19420,22,110,0.2,1,iOS,19
old_ads,2025-11-27,28086,16,122,0.1311,0,Android,35
old_ads,2025-11-13,15362,52,240,0.2167,0,iOS,37
new_ads,2025-12-04,42831,5,35,0.1429,0,Android,30
new_ads,2025-12-04,40561,5,15,0.3333,1,Android,26
old_ads,2025-11-06,11114,33,178,0.1854,0,Android,15
old_ads,2025-11-13,18889,18,60,0.3,0,iOS,27
old_ads,2025-11-13,15857,23,128,0.1797,0,iOS,23
new_ads,2025-12-04,40834,6,51,0.1176,0,Android,26
old_ads,2025-11-06,12541,38,141,0.2695,1,Android,42
new_ads,2025-12-04,39515,11,35,0.3143,0,Android,21
old_ads,2025-11-13,19472,32,140,0.2286,0,iOS,37
old_ads,2025-11-20,21534,10,46,0.2174,1,Android,17
new_ads,2025-12-04,41328,2,10,0.2,0,Android,35
new_ads,2025-12-04,41091,6,43,0.1395,1,Android,20
new_ads,2025-12-04,42257,4,12,0.3333,0,iOS,20
new_ads,2025-12-04,44760,10,38,0.2632,1,Android,16
old_ads,2025-11-13,13717,5,31,0.1613,0,Android,19
new_ads,2025-12-04,45413,4,35,0.1143,0,Android,22
new_ads,2025-12-04,42210,15,51,0.2941,0,iOS,20
new_ads,2025-12-04,42743,4,13,0.3077,1,iOS,17
old_ads,2025-11-13,18818,20,137,0.146,1,iOS,20
old_ads,2025-11-06,3490,26,130,0.2,0,Android,16
old_ads,2025-11-06,4639,30,167,0.1796,1,Android,31
new_ads,2025-12-04,40506,12,42,0.2857,1,iOS,52
old_ads,2025-11-20,20607,4,15,0.2667,0,iOS,28
new_ads,2025-12-04,37888,54,308,0.1753,0,Android,37
old_ads,2025-11-13,12889,19,83,0.2289,0,Android,23
old_ads,2025-11-20,26449,8,67,0.1194,1,iOS,19
new_ads,2025-12-04,41774,2,14,0.1429,1,iOS,29
old_ads,2025-11-06,12470,21,100,0.21,1,Android,25
old_ads,2025-11-06,12043,33,187,0.1765,1,Android,16
old_ads,2025-11-20,26274,26,164,0.1585,1,Android,38
old_ads,2025-11-27,32163,63,146,0.4315,1,iOS,15
old_ads,2025-11-27,33345,31,143,0.2168,1,Android,19
old_ads,2025-11-27,24587,28,192,0.1458,0,iOS,37
old_ads,2025-11-20,23945,57,274,0.208,0,Android,33
old_ads,2025-11-20,25783,67,248,0.2702,1,iOS,21
new_ads,2025-12-04,46415,4,22,0.1818,0,Android,19
old_ads,2025-11-27,27185,30,173,0.1734,0,Android,18
new_ads,2025-12-04,46268,4,18,0.2222,1,iOS,20
old_ads,2025-11-27,31385,48,158,0.3038,1,iOS,27
new_ads,2025-12-04,40153,4,15,0.2667,1,Android,15
new_ads,2025-12-04,45021,18,74,0.2432,0,iOS,20
old_ads,2025-11-13,16552,27,227,0.1189,0,Android,38
old_ads,2025-11-13,19297,30,115,0.2609,0,Android,22
old_ads,2025-11-20,20858,16,125,0.128,1,iOS,45
new_ads,2025-12-04,44091,11,50,0.22,1,Android,20
old_ads,2025-11-13,18804,27,157,0.172,0,iOS,16
new_ads,2025-12-04,44488,6,24,0.25,1,Android,23
old_ads,2025-11-20,26535,28,146,0.1918,0,iOS,25
new_ads,2025-12-04,41944,16,38,0.4211,1,Android,46
old_ads,2025-11-06,12723,22,121,0.1818,0,iOS,14
new_ads,2025-12-04,41515,8,30,0.2667,1,Android,42
old_ads,2025-11-20,26196,57,208,0.274,0,Android,23
new_ads,2025-12-04,46521,6,20,0.3,1,Android,36
new_ads,2025-12-04,39168,7,55,0.1273,0,iOS,19
new_ads,2025-12-04,46154,1,16,0.0625,1,iOS,16
new_ads,2025-12-04,39155,6,47,0.1277,1,iOS,26
old_ads,2025-11-13,19670,10,30,0.3333,0,iOS,24
new_ads,2025-12-04,39581,4,16,0.25,0,iOS,25
old_ads,2025-11-20,26588,8,41,0.1951,0,Android,28
old_ads,2025-11-06,11893,42,116,0.3621,1,Android,37
new_ads,2025-12-04,46628,12,75,0.16,1,Android,19
old_ads,2025-11-06,106915,31,99,0.3131,1,Android,32
new_ads,2025-12-04,39790,14,52,0.2692,0,Android,22
old_ads,2025-11-27,32985,36,204,0.1765,0,Android,21
old_ads,2025-11-27,30484,35,152,0.2303,1,iOS,29
old_ads,2025-11-06,12166,12,45,0.2667,1,Android,19
new_ads,2025-12-04,43114,2,11,0.1818,1,Android,26
old_ads,2025-11-06,12846,44,267,0.1648,1,Android,21
new_ads,2025-12-04,46530,5,32,0.1562,1,Android,44
old_ads,2025-11-13,17674,27,142,0.1901,0,Android,23
new_ads,2025-12-04,39291,5,33,0.1515,0,Android,36
new_ads,2025-12-04,41029,6,32,0.1875,0,Android,26
new_ads,2025-12-04,45083,0,15,0.0,0,Android,18
old_ads,2025-11-06,10681,28,111,0.2523,0,iOS,23
old_ads,2025-11-20,26687,14,84,0.1667,0,Android,30
new_ads,2025-12-04,44467,15,101,0.1485,1,Android,17
new_ads,2025-12-04,38029,23,76,0.3026,0,Android,19
new_ads,2025-12-04,40631,11,33,0.3333,1,iOS,29
new_ads,2025-12-04,40134,1,12,0.0833,0,Android,40
old_ads,2025-11-06,1175,23,81,0.284,0,iOS,20
old_ads,2025-11-06,10717,24,140,0.1714,0,Android,20
old_ads,2025-11-13,19326,34,172,0.1977,0,Android,59
old_ads,2025-11-20,25185,80,378,0.2116,1,Android,28
new_ads,2025-12-04,44068,6,28,0.2143,1,Android,20
old_ads,2025-11-06,1666,27,87,0.3103,1,Android,26
new_ads,2025-12-04,42989,8,47,0.1702,0,Android,14
new_ads,2025-12-04,45674,3,11,0.2727,1,Android,22
new_ads,2025-12-04,44503,12,55,0.2182,1,iOS,18
new_ads,2025-12-04,46656,9,44,0.2045,1,Android,37
old_ads,2025-11-06,12716,9,33,0.2727,1,Android,25
old_ads,2025-11-20,26552,29,109,0.2661,0,iOS,21
old_ads,2025-11-13,19634,49,261,0.1877,0,iOS,45
old_ads,2025-11-06,12383,11,49,0.2245,1,Android,22
old_ads,2025-11-06,12258,30,137,0.219,0,Android,31
new_ads,2025-12-04,37168,15,73,0.2055,0,Android,21
old_ads,2025-11-13,19777,32,135,0.237,0,Android,16
old_ads,2025-11-20,26187,34,133,0.2556,1,Android,23
old_ads,2025-11-20,25694,22,118,0.1864,0,iOS,15
new_ads,2025-12-04,39199,1,11,0.0909,1,Android,32
old_ads,2025-11-06,12759,32,138,0.2319,1,iOS,34
old_ads,2025-11-06,2281,5,28,0.1786,0,Android,24
old_ads,2025-11-27,33077,19,101,0.1881,0,Android,29
old_ads,2025-11-20,19081,4,18,0.2222,1,Android,21
new_ads,2025-12-04,39793,7,34,0.2059,0,Android,37
old_ads,2025-11-20,26160,19,67,0.2836,0,Android,20
new_ads,2025-12-04,41551,20,55,0.3636,0,Android,47
old_ads,2025-11-27,32966,23,138,0.1667,1,Android,26
old_ads,2025-11-27,24729,12,52,0.2308,0,Android,30
new_ads,2025-12-04,41050,3,17,0.1765,1,iOS,55
old_ads,2025-11-20,26070,32,120,0.2667,1,Android,32
old_ads,2025-11-06,1260,22,103,0.2136,1,Android,25
new_ads,2025-12-04,40125,6,31,0.1935,1,Android,44
new_ads,2025-12-04,40270,21,44,0.4773,0,Android,16
old_ads,2025-11-06,1802,18,117,0.1538,0,iOS,28
new_ads,2025-12-04,44127,8,26,0.3077,1,Android,14
old_ads,2025-11-20,26656,15,87,0.1724,1,Android,19
old_ads,2025-11-13,18659,21,96,0.2188,1,iOS,27
new_ads,2025-12-04,40616,4,17,0.2353,0,Android,25
new_ads,2025-12-04,41709,6,45,0.1333,1,iOS,28
old_ads,2025-11-20,26258,58,284,0.2042,0,Android,34
old_ads,2025-11-27,26644,30,138,0.2174,1,Android,18
old_ads,2025-11-20,18987,14,94,0.1489,0,iOS,40
old_ads,2025-11-13,19563,27,117,0.2308,0,Android,33
new_ads,2025-12-04,28141,38,266,0.1429,1,Android,30
old_ads,2025-11-20,18893,38,155,0.2452,1,iOS,40
new_ads,2025-12-04,38965,85,372,0.2285,0,Android,20
new_ads,2025-12-04,41208,6,46,0.1304,1,iOS,22
new_ads,2025-12-04,42194,13,48,0.2708,0,Android,20
new_ads,2025-12-04,38870,34,182,0.1868,1,iOS,23
new_ads,2025-12-04,45397,15,70,0.2143,1,iOS,17
old_ads,2025-11-06,3975,9,48,0.1875,1,iOS,39
new_ads,2025-12-04,44776,10,45,0.2222,0,Android,19
new_ads,2025-12-04,42273,6,35,0.1714,1,Android,39
new_ads,2025-12-04,44302,4,14,0.2857,1,Android,19
old_ads,2025-11-20,26754,15,73,0.2055,1,iOS,18
old_ads,2025-11-13,18866,36,210,0.1714,0,Android,40
new_ads,2025-12-04,40203,9,62,0.1452,0,Android,21
old_ads,2025-11-13,19264,27,181,0.1492,1,Android,26
new_ads,2025-12-04,45121,13,44,0.2955,1,Android,45
new_ads,2025-12-04,45052,4,12,0.3333,1,iOS,26
old_ads,2025-11-20,25017,35,174,0.2011,1,Android,30
old_ads,2025-11-06,6401,19,88,0.2159,0,Android,16
new_ads,2025-12-04,47214,14,83,0.1687,1,Android,35
new_ads,2025-12-04,38103,66,296,0.223,0,Android,19
old_ads,2025-11-13,17263,45,234,0.1923,1,Android,22
new_ads,2025-12-04,46989,6,45,0.1333,0,iOS,23
old_ads,2025-11-27,20080,5,22,0.2273,1,Android,19
old_ads,2025-11-27,32116,39,138,0.2826,1,iOS,23
old_ads,2025-11-27,32899,21,160,0.1312,1,Android,21
new_ads,2025-12-04,43459,14,71,0.1972,1,iOS,36
old_ads,2025-11-06,12690,7,67,0.1045,0,Android,17
old_ads,2025-11-27,11836,27,115,0.2348,1,Android,27
new_ads,2025-12-04,41977,8,29,0.2759,1,iOS,23
old_ads,2025-11-13,19596,13,101,0.1287,0,iOS,21
new_ads,2025-12-04,41452,3,15,0.2,0,Android,28
